                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.58643,                0.57815,                 1.1094,                0.88706,                0.91631,                0.94404,                0.76353,                  0.715,                0.60577,                 1.3199,             0.00066838,             0.00066838,             0.00066838
                     50,                0.61312,                0.59481,                 1.1359,                 0.9287,                0.90099,                0.96105,                0.81077,                 0.6362,                0.55509,                 1.1996,               0.000656,               0.000656,               0.000656
                     51,                0.56289,                0.53207,                  1.088,                0.88902,                0.92797,                0.95841,                0.82493,                0.60324,                0.55549,                 1.1526,             0.00064362,             0.00064362,             0.00064362
                     52,                0.59251,                0.58494,                 1.1159,                0.91696,                0.89465,                0.95363,                0.81805,                0.61273,                0.57239,                 1.1822,             0.00063125,             0.00063125,             0.00063125
                     53,                0.56505,                0.55199,                 1.0936,                0.93552,                0.92726,                0.97446,                0.82032,                0.65985,                0.47937,                 1.2126,             0.00061887,             0.00061887,             0.00061887
                     54,                0.56398,                0.53444,                 1.1029,                0.94498,                0.91358,                0.97055,                0.81063,                 0.6629,                0.49528,                   1.26,              0.0006065,              0.0006065,              0.0006065
                     55,                0.58274,                0.53958,                 1.1096,                0.91248,                 0.9689,                0.97378,                0.82792,                0.64643,                 0.4874,                 1.2167,             0.00059413,             0.00059413,             0.00059413
                     56,                 0.5727,                0.54125,                 1.1035,                0.93426,                0.94144,                0.96882,                0.83204,                0.63212,                0.47873,                 1.1936,             0.00058175,             0.00058175,             0.00058175
                     57,                0.59887,                0.56856,                 1.1253,                0.94042,                0.96121,                0.96894,                0.81543,                0.62719,                0.49136,                 1.2222,             0.00056938,             0.00056938,             0.00056938
                     58,                 0.5764,                0.53206,                 1.1133,                0.93464,                0.93417,                0.96996,                0.82522,                0.64917,                0.51493,                 1.2175,               0.000557,               0.000557,               0.000557
                     59,                0.55092,                0.51375,                 1.0956,                0.97666,                0.91277,                0.97415,                0.84475,                 0.5856,                0.47323,                 1.1391,             0.00054463,             0.00054463,             0.00054463
                     60,                0.54989,                0.52093,                 1.0999,                 0.9252,                0.95615,                0.97164,                 0.8398,                0.57588,                0.46776,                 1.1357,             0.00053225,             0.00053225,             0.00053225
                     61,                0.56928,                0.53368,                 1.1073,                0.92497,                0.95437,                0.97647,                0.81685,                0.63582,                0.50191,                 1.1998,             0.00051988,             0.00051988,             0.00051988
                     62,                0.54646,                0.51511,                  1.101,                0.92544,                0.94644,                 0.9705,                0.83187,                 0.5944,                0.46392,                 1.1911,              0.0005075,              0.0005075,              0.0005075
                     63,                0.55955,                0.55313,                 1.1032,                0.96131,                0.93611,                0.97791,                 0.8302,                0.58051,                0.44918,                 1.1629,             0.00049513,             0.00049513,             0.00049513
                     64,                0.54074,                0.50596,                 1.0784,                0.92254,                0.94917,                0.97294,                0.84458,                0.57181,                0.46286,                 1.1348,             0.00048275,             0.00048275,             0.00048275
                     65,                 0.5516,                0.52091,                 1.0931,                0.95195,                0.95116,                0.97217,                0.83891,                0.60252,                0.46478,                 1.1768,             0.00047038,             0.00047038,             0.00047038
                     66,                0.52149,                0.48579,                 1.0782,                0.93021,                0.95555,                 0.9702,                0.83141,                0.58784,                0.45175,                 1.1663,               0.000458,               0.000458,               0.000458
                     67,                0.53641,                0.50988,                 1.0855,                0.96715,                  0.938,                 0.9811,                0.85317,                0.56927,                0.44531,                 1.1157,             0.00044563,             0.00044563,             0.00044563
                     68,                0.51458,                0.47601,                 1.0676,                  0.929,                0.94626,                0.98124,                0.85721,                0.54735,                0.43786,                 1.1096,             0.00043325,             0.00043325,             0.00043325
                     69,                 0.5153,                0.50165,                 1.0599,                0.91834,                0.96869,                0.97703,                0.85965,                0.55127,                0.44235,                 1.1347,             0.00042087,             0.00042087,             0.00042087
                     70,                0.52698,                0.48139,                 1.0816,                0.93841,                  0.959,                0.97575,                0.85916,                0.54836,                0.44056,                 1.1205,              0.0004085,              0.0004085,              0.0004085
                     71,                0.49817,                0.46509,                 1.0657,                0.96738,                0.92803,                0.96703,                0.83495,                 0.5648,                0.48185,                  1.131,             0.00039613,             0.00039613,             0.00039613
                     72,                0.50777,                0.46092,                 1.0649,                0.94717,                0.92988,                0.97314,                0.84948,                0.56929,                0.46465,                 1.1418,             0.00038375,             0.00038375,             0.00038375
                     73,                0.51186,                0.46735,                 1.0631,                0.89509,                0.94843,                0.96326,                0.84929,                0.55067,                0.48663,                 1.1236,             0.00037138,             0.00037138,             0.00037138
                     74,                0.53158,                0.48654,                 1.0823,                0.93493,                0.95671,                 0.9715,                0.85759,                0.55456,                0.44041,                 1.1284,               0.000359,               0.000359,               0.000359
                     75,                0.50904,                0.47433,                 1.0611,                0.93432,                0.97455,                0.97405,                0.85991,                0.56624,                0.40448,                  1.134,             0.00034663,             0.00034663,             0.00034663
                     76,                0.50336,                0.46821,                 1.0691,                0.93968,                0.91658,                0.96842,                0.83735,                0.57816,                0.46202,                 1.1593,             0.00033425,             0.00033425,             0.00033425
                     77,                0.49348,                0.45007,                 1.0713,                0.95547,                 0.9191,                0.96567,                0.84373,                0.55802,                0.44942,                 1.1495,             0.00032188,             0.00032188,             0.00032188
                     78,                0.49177,                0.45617,                 1.0509,                0.94619,                0.93535,                0.96949,                0.85877,                0.55319,                0.44042,                 1.1296,              0.0003095,              0.0003095,              0.0003095
                     79,                0.51427,                0.47906,                  1.083,                0.94041,                0.95663,                0.97044,                0.85622,                0.54588,                0.44756,                 1.1266,             0.00029713,             0.00029713,             0.00029713
                     80,                0.50232,                0.45878,                 1.0609,                0.91511,                0.96635,                0.96998,                0.84502,                0.55096,                0.43787,                 1.1388,             0.00028475,             0.00028475,             0.00028475
                     81,                0.48205,                0.44457,                 1.0571,                0.92089,                 0.9521,                0.96221,                0.83743,                  0.562,                0.47191,                  1.142,             0.00027237,             0.00027237,             0.00027237
                     82,                0.49772,                0.46137,                 1.0679,                0.91408,                0.93922,                0.96058,                0.83567,                0.58651,                0.46539,                 1.1862,                0.00026,                0.00026,                0.00026
                     83,                0.47175,                0.43507,                  1.047,                0.95008,                0.94644,                 0.9671,                0.84611,                0.56595,                0.46228,                 1.1386,             0.00024762,             0.00024762,             0.00024762
                     84,                0.48464,                0.43085,                 1.0504,                0.93083,                0.95162,                0.97629,                0.86268,                0.54415,                0.43532,                 1.1299,             0.00023525,             0.00023525,             0.00023525
                     85,                0.49695,                 0.4488,                 1.0612,                0.94424,                0.93922,                 0.9679,                0.85546,                0.56487,                0.45289,                 1.1558,             0.00022288,             0.00022288,             0.00022288
                     86,                0.48237,                0.44216,                 1.0474,                0.94428,                0.93496,                0.96481,                0.85519,                0.57603,                0.47272,                 1.1496,              0.0002105,              0.0002105,              0.0002105
                     87,                0.46641,                0.41884,                 1.0393,                0.91615,                0.95402,                0.96517,                0.85546,                0.56319,                0.45503,                 1.1382,             0.00019813,             0.00019813,             0.00019813
                     88,                0.47552,                 0.4244,                 1.0471,                0.91599,                0.96089,                0.97544,                0.85346,                0.58426,                0.44006,                 1.1717,             0.00018575,             0.00018575,             0.00018575
                     89,                0.47508,                0.43706,                 1.0484,                 0.9324,                0.95787,                0.97816,                0.85994,                   0.54,                 0.4286,                 1.1183,             0.00017338,             0.00017338,             0.00017338
                     90,                0.46603,                0.43527,                  1.046,                 0.9413,                0.93038,                0.97792,                0.86874,                  0.534,                0.42884,                 1.1014,               0.000161,               0.000161,               0.000161
                     91,                0.33012,                0.29645,                0.95642,                0.91034,                0.91666,                0.95303,                 0.8334,                0.56189,                0.48517,                 1.1406,             0.00014862,             0.00014862,             0.00014862
                     92,                0.31673,                0.25427,                0.94327,                0.93436,                0.94434,                0.95596,                0.84609,                0.49746,                0.46462,                 1.0897,             0.00013625,             0.00013625,             0.00013625
                     93,                0.30645,                0.24303,                0.93986,                0.95106,                0.94633,                0.96971,                0.86021,                0.50151,                 0.4011,                 1.0946,             0.00012387,             0.00012387,             0.00012387
                     94,                0.29251,                0.23347,                0.93848,                 0.9385,                0.93129,                0.96441,                0.85671,                0.52272,                0.41963,                 1.1091,              0.0001115,              0.0001115,              0.0001115
                     95,                0.29878,                0.23477,                0.91882,                0.92322,                0.95701,                 0.9626,                0.84954,                0.51603,                0.42171,                 1.1062,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     96,                0.29271,                0.23273,                0.91667,                0.93249,                0.93575,                0.96635,                0.86912,                0.50158,                0.43116,                 1.0943,              8.675e-05,              8.675e-05,              8.675e-05
                     97,                0.28546,                0.22896,                0.91354,                 0.9506,                0.95185,                0.97617,                0.87627,                0.49349,                0.38792,                 1.0831,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     98,                0.28039,                0.22665,                0.90926,                0.93998,                0.93914,                0.97881,                0.87541,                0.49107,                0.37922,                 1.0876,                6.2e-05,                6.2e-05,                6.2e-05
                     99,                0.27691,                0.22035,                0.91874,                0.93438,                0.94933,                0.97298,                0.87629,                0.48935,                0.38651,                  1.078,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    100,                0.27361,                0.21494,                0.91143,                0.94518,                0.94903,                0.97101,                 0.8787,                0.48884,                0.39494,                 1.0759,              3.725e-05,              3.725e-05,              3.725e-05
